"card_bk","type","issued","disp_id","card_tk","version","date_from","date_to","last_update"
"608","classic","1997-12-17","27243","434","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"589","junior","1997-12-20","27128","435","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"281","classic","1997-12-22","25255","436","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"891","classic","1997-12-23","28466","437","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"774","classic","1997-12-25","28235","438","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"566","classic","1997-12-25","26979","439","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"575","gold","1997-12-25","27036","440","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"154","classic","1997-12-28","24403","441","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"130","classic","1997-12-29","24252","442","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"434","classic","1997-12-30","26154","443","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"83","classic","1998-01-05","24022","444","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"593","junior","1998-01-06","27148","445","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"481","junior","1998-01-06","26500","446","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"304","classic","1998-01-06","25367","447","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"149","classic","1998-01-07","24377","448","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"659","classic","1998-01-08","27590","449","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.151"
"517","classic","1998-01-09","26680","450","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"368","classic","1998-01-10","25797","451","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"482","junior","1998-01-13","26502","452","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"689","classic","1998-01-15","27792","453","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"557","classic","1998-01-17","26942","454","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"897","classic","1998-01-18","28470","455","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"803","classic","1998-01-19","28322","456","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"401","classic","1998-01-19","25966","457","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"760","classic","1998-01-19","28193","458","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.167"
"274","classic","1998-01-21","25222","459","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"28","junior","1998-01-22","23727","460","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"904","classic","1998-01-22","28475","461","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"474","junior","1998-01-24","26464","462","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"214","classic","1998-01-24","24793","463","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"55","classic","1998-01-25","23878","464","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"340","classic","1998-01-25","25601","465","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"724","gold","1998-01-27","28007","466","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"67","junior","1998-01-28","23971","467","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"236","junior","1998-01-29","24925","468","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"68","classic","1998-01-31","23976","469","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"348","classic","1998-02-02","25649","470","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"65","classic","1998-02-02","23956","471","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"1239","junior","1998-02-02","28914","472","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"165","junior","1998-02-04","24506","473","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"249","classic","1998-02-06","24999","474","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"246","classic","1998-02-08","24975","475","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"720","junior","1998-02-09","27981","476","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"518","gold","1998-02-10","26681","477","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"459","gold","1998-02-11","26363","478","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"655","classic","1998-02-13","27563","479","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"624","junior","1998-02-13","27336","480","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"398","classic","1998-02-14","25956","481","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.173"
"796","classic","1998-02-20","28311","482","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"100","gold","1998-02-21","24099","483","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"574","junior","1998-02-23","27011","484","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"360","classic","1998-02-24","25746","485","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"391","classic","1998-02-24","25927","486","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"283","classic","1998-02-25","25260","487","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"726","classic","1998-02-26","28025","488","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"132","junior","1998-02-26","24261","489","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"463","classic","1998-02-26","26386","490","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"21","classic","1998-02-26","23686","491","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"529","classic","1998-02-27","26743","492","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"946","junior","1998-02-28","28518","493","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"419","classic","1998-02-28","26054","494","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"248","classic","1998-03-01","24995","495","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"215","classic","1998-03-02","24797","496","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"225","classic","1998-03-03","24853","497","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"643","classic","1998-03-04","27496","498","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"844","junior","1998-03-04","28402","499","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.189"
"672","classic","1998-03-07","27681","500","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"276","classic","1998-03-07","25228","501","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"1230","classic","1998-03-08","28906","502","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"599","gold","1998-03-08","27182","503","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"72","classic","1998-03-09","23989","504","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"1199","classic","1998-03-09","28869","505","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"48","classic","1998-03-10","23841","506","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"58","classic","1998-03-11","23901","507","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"334","classic","1998-03-13","25579","508","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"2","classic","1998-03-13","23581","509","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"228","junior","1998-03-15","24874","510","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"244","classic","1998-03-16","24963","511","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"1189","classic","1998-03-17","28858","512","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"198","junior","1998-03-18","24714","513","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"34","classic","1998-03-20","23774","514","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"535","classic","1998-03-22","26778","515","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"269","gold","1998-03-22","25184","516","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"515","classic","1998-03-23","26657","517","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"290","classic","1998-03-24","25291","518","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"315","junior","1998-03-24","25455","519","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"784","classic","1998-03-24","28293","520","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"63","junior","1998-03-27","23920","521","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"417","classic","1998-03-30","26048","522","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.204"
"619","classic","1998-04-01","27309","523","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"191","junior","1998-04-02","24675","524","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"965","classic","1998-04-02","28537","525","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"444","gold","1998-04-03","26223","526","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"370","classic","1998-04-03","25810","527","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"156","junior","1998-04-07","24422","528","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"492","classic","1998-04-09","26564","529","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"52","gold","1998-04-10","23869","530","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"71","classic","1998-04-11","23983","531","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"775","gold","1998-04-11","28236","532","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"330","classic","1998-04-11","25571","533","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"510","classic","1998-04-13","26646","534","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"170","classic","1998-04-16","24529","535","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"338","classic","1998-04-16","25592","536","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"755","classic","1998-04-16","28175","537","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"451","junior","1998-04-16","26295","538","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"263","gold","1998-04-17","25139","539","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"602","junior","1998-04-18","27203","540","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"498","classic","1998-04-18","26582","541","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.22"
"933","junior","1998-04-21","28496","542","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"89","classic","1998-04-22","24036","543","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"761","gold","1998-04-23","28195","544","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"176","classic","1998-04-25","24558","545","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"1102","classic","1998-04-25","28743","546","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"109","classic","1998-04-26","24138","547","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"421","classic","1998-04-27","26069","548","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"918","classic","1998-04-27","28485","549","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"680","classic","1998-04-29","27739","550","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"824","classic","1998-04-29","28364","551","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"448","classic","1998-04-29","26271","552","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"1194","junior","1998-04-30","28862","553","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"331","gold","1998-05-01","25572","554","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"734","classic","1998-05-01","28068","555","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"235","classic","1998-05-02","24923","556","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"284","classic","1998-05-07","25265","557","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"412","classic","1998-05-09","26015","558","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"64","classic","1998-05-10","23944","559","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"186","gold","1998-05-12","24641","560","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"458","gold","1998-05-14","26356","561","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"465","classic","1998-05-15","26398","562","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"457","junior","1998-05-16","26353","563","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"456","classic","1998-05-16","26335","564","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.236"
"645","classic","1998-05-17","27504","565","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"906","gold","1998-05-18","28477","566","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"756","classic","1998-05-18","28177","567","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"218","classic","1998-05-18","24819","568","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"717","classic","1998-05-19","27962","569","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"8","junior","1998-05-20","23619","570","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"700","junior","1998-05-22","27849","571","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"757","junior","1998-05-22","28178","572","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"126","classic","1998-05-23","24237","573","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"358","junior","1998-05-23","25725","574","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"639","classic","1998-05-23","27454","575","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"212","classic","1998-05-24","24781","576","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"415","classic","1998-05-25","26038","577","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"161","classic","1998-05-25","24476","578","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"207","classic","1998-05-25","24746","579","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"1216","classic","1998-05-26","28887","580","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"649","classic","1998-05-29","27527","581","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"475","gold","1998-05-31","26473","582","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"586","classic","1998-05-31","27118","583","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"446","classic","1998-06-04","26249","584","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"823","classic","1998-06-05","28359","585","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.251"
"644","classic","1998-06-05","27503","586","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"111","classic","1998-06-05","24148","587","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"469","classic","1998-06-07","26429","588","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"17","classic","1998-06-07","23681","589","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"558","classic","1998-06-07","26943","590","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"192","classic","1998-06-08","24676","591","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"631","junior","1998-06-09","27406","592","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"317","classic","1998-06-10","25464","593","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.267"
"716","junior","1998-06-11","27959","594","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"7","classic","1998-06-11","23615","595","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"863","classic","1998-06-12","28428","596","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"123","classic","1998-06-12","24210","597","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"770","classic","1998-06-15","28225","598","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"143","classic","1998-06-15","24337","599","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"785","classic","1998-06-16","28295","600","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"646","classic","1998-06-17","27505","601","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"160","classic","1998-06-17","24467","602","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"669","classic","1998-06-19","27673","603","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"101","classic","1998-06-19","24103","604","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"332","classic","1998-06-19","25573","605","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"362","gold","1998-06-21","25758","606","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"173","classic","1998-06-21","24540","607","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"16","classic","1998-06-23","23670","608","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"365","classic","1998-06-23","25770","609","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"701","classic","1998-06-24","27850","610","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"80","classic","1998-06-25","24011","611","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"831","classic","1998-06-29","28370","612","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"354","gold","1998-06-30","25707","613","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"250","classic","1998-06-30","25004","614","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.273"
"142","classic","1998-07-01","24331","615","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"991","junior","1998-07-01","28579","616","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"1192","classic","1998-07-02","28859","617","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"738","junior","1998-07-02","28111","618","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"627","classic","1998-07-05","27344","619","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"696","classic","1998-07-05","27833","620","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"260","classic","1998-07-05","25090","621","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"768","classic","1998-07-06","28223","622","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"233","classic","1998-07-07","24905","623","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"450","classic","1998-07-07","26287","624","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"440","classic","1998-07-07","26193","625","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"301","classic","1998-07-07","25354","626","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"485","classic","1998-07-08","26522","627","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"567","classic","1998-07-08","26984","628","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"66","classic","1998-07-08","23967","629","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"1002","classic","1998-07-09","28584","630","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"453","gold","1998-07-12","26318","631","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"277","gold","1998-07-12","25237","632","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"571","junior","1998-07-13","26998","633","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.289"
"687","classic","1998-07-14","27790","634","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"640","classic","1998-07-14","27457","635","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"39","classic","1998-07-14","23801","636","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"435","classic","1998-07-15","26155","637","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"411","classic","1998-07-15","26003","638","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"548","classic","1998-07-16","26879","639","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"1167","classic","1998-07-18","28834","640","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"727","classic","1998-07-19","28027","641","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"603","classic","1998-07-20","27207","642","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"496","junior","1998-07-21","26579","643","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"73","junior","1998-07-21","23992","644","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"146","classic","1998-07-23","24342","645","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"439","classic","1998-07-23","26190","646","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"613","classic","1998-07-23","27266","647","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"323","junior","1998-07-24","25513","648","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"623","classic","1998-07-25","27335","649","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"530","classic","1998-07-25","26746","650","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
"396","classic","1998-07-26","25942","651","1","1900-01-01 00:00:00","2199-12-31 23:59:59.999","2020-04-09 22:05:12.305"
